0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
-0.23613199591636658,0.24834701418876648,0.07251479476690292,-0.1287499964237213,0.20345398783683777,-0.09951799362897873,0.25510603189468384,-0.15749479830265045,-0.1752575933933258,0.4584074020385742,-0.14123399555683136,-0.17708900570869446,0.18878600001335144,-0.10360080003738403,-0.04456060379743576,0.21244104206562042,0.015142601914703846,0.5411087870597839,-0.00047919750795699656,0.023511400446295738,-0.00871200580149889,0.12257319688796997,-0.02298860065639019,-0.0033373995684087276,0.22820241749286652,-0.03858000412583351,-0.18341600894927979,0.10681060701608658,0.1275823414325714,-0.08655400574207306,-0.08538319915533066,0.2095390111207962,-0.10476307570934296,0.1937660127878189,0.028810005635023117,-0.07175295799970627,0.12591220438480377,0.18635621666908264,-0.15514379739761353,0.06250780075788498,0.083467997610569,-0.07511459290981293,0.1755516082048416,0.17816999554634094,-0.02928199991583824,0.017583996057510376,-0.03406200185418129,0.12315170466899872,0.1321175992488861,0.09587439149618149,0.0887020006775856,0.09667740017175674,-0.17452020943164825,-0.14399120211601257,-0.002920001745223999,-0.062050797045230865,-0.062020622193813324,0.17595180869102478,0.05351198837161064,-0.07095639407634735,-0.16015200316905975,0.06753319501876831,0.26966601610183716,-0.08146679401397705,0.24464602768421173,0.057110995054244995,-0.18292281031608582,-0.1432971954345703,0.007926195859909058,-0.11904020607471466,0.16347160935401917,-0.22142601013183594,-0.03792700171470642,0.048932600766420364,0.2057524025440216,-0.12530401349067688,-0.034240398555994034,0.10755200684070587,0.13383199274539948,-0.14019498229026794,0.07228640466928482,0.17408759891986847,0.07866021245718002,0.14099419116973877,-0.1529799997806549,-0.0405987985432148,0.643809974193573,-0.5522879958152771,-0.011604521423578262,0.010719197802245617,0.036240898072719574,-0.0774737000465393,-0.035868000239133835,-0.37150198221206665,0.15170539915561676,-0.03598399832844734,0.056818000972270966,-0.23785598576068878,-0.1301960051059723,-0.11911920458078384,-0.05568700283765793,0.06562099605798721,-0.006679199635982513,-0.05093599483370781,-0.05349341034889221,0.2185100018978119,0.07973767071962357,-0.01819019392132759,0.03732999786734581,0.036093998700380325,0.0708857998251915,0.13267019391059875,0.08392240107059479,-0.0902182012796402,0.004616803023964167,0.16602659225463867,0.204965740442276,0.12368319928646088,-0.15745601058006287,-0.0368880033493042,0.005230003502219915,-0.013460198417305946,0.02500540390610695,-0.1417464017868042,-0.11840419471263885,0.05739600583910942,0.06402939558029175,0.12335799634456635,-0.004862499423325062,0.06883600354194641,0.11328001320362091,0.07852400094270706,-0.04017200320959091,-0.20241299271583557,-0.012547600083053112,0.016855601221323013,0.07194879651069641,-0.0217970609664917,0.08993224054574966,-0.25875261425971985,-1.2026519775390625,-0.16568920016288757,0.18924599885940552,0.09063000977039337,-0.24278299510478973,0.027888596057891846,0.2651084065437317,-0.082573801279068,-0.1104791983962059,-0.20008960366249084,0.27984800934791565,-0.11386200040578842,-0.12849639356136322,-0.15043993294239044,0.18853819370269775,-0.16347619891166687,-0.25050079822540283,-0.03596179932355881,0.038054414093494415,0.038813721388578415,0.10018040239810944,-0.10640259832143784,-0.19701559841632843,-0.03488100692629814,-0.03325599431991577,-0.28444403409957886,0.164320170879364,-0.2534123957157135,-0.11208780109882355,0.01409080158919096,-0.0941196084022522,0.10718600451946259,-0.17745999991893768,-0.18798600137233734,-0.0026283978950232267,-0.07701940089464188,0.33424681425094604,0.23574399948120117,-0.05167800188064575,0.10222098976373672,0.025660401210188866,0.06079059839248657,0.04236399382352829,0.24011202156543732,0.014466802589595318,0.17057399451732635,-0.09997780621051788,0.37483859062194824,-0.0019402026664465666,-0.13076455891132355,-0.18185600638389587,-0.010243402794003487,-0.09097179770469666,-0.10075239837169647,0.10226800292730331,0.10551939904689789,-0.19272896647453308,-0.16269199550151825,0.10030518472194672,0.18168339133262634,0.09258200228214264,-0.11616579443216324,0.07581780105829239,0.010858801193535328,-0.26940780878067017,-0.032498396933078766,-0.10556139796972275,0.05513500049710274,-0.11725959926843643,0.01603560522198677,0.027869999408721924,0.08596920967102051,0.09123419970273972,0.04780198261141777,-0.028957998380064964,-0.03064020350575447,0.008084799163043499,0.08092440664768219,-0.04324319213628769,-0.1455480009317398,-0.17165720462799072,0.3464675843715668,-0.008715802803635597,-0.005127000622451305,0.04622239992022514,0.10777260363101959,0.015919387340545654,0.10099099576473236,0.12419860064983368,-0.05238239839673042,0.03984559699892998,-0.16011600196361542,0.09263192117214203,-0.05436199903488159,-0.06347600370645523,0.10180450975894928,-0.23667719960212708,0.025275999680161476,-0.05575520545244217,0.14136040210723877,-0.10447599738836288,-0.08120660483837128,0.22213999927043915,-0.004883518908172846,-0.2553289830684662,0.04944399371743202,-0.08336314558982849,-0.0594480037689209,-0.2546359896659851,-0.31514137983322144,0.22792401909828186,-0.08449700474739075,-0.08531999588012695,-0.14562320709228516,0.11082720756530762,0.04634200409054756,-0.10968001186847687,-0.12766601145267487,-0.10057399421930313,-0.0946602001786232,-0.05227620154619217,-0.008786598220467567,0.03347659483551979,0.13958120346069336,0.10110200941562653,-0.29263898730278015,0.03289199620485306,0.09598000347614288,-0.0317620113492012,0.0036319971550256014,-0.303250789642334,0.15729999542236328,-0.037965498864650726,0.07420840114355087,0.01798616163432598,-0.11995179951190948,0.1369864046573639,-0.18509438633918762,-0.11990000307559967,0.13529400527477264,0.0565003976225853,0.020642006769776344,0.03223339840769768,0.19081220030784607,0.15379619598388672,-0.11074399948120117,0.04689300060272217,0.04605516046285629,0.15355579555034637,-0.15494799613952637,0.23671939969062805,-0.15267600119113922,0.049250006675720215,0.07835179567337036,0.16770200431346893,-0.15342459082603455,-0.2859500050544739,-0.026462804526090622,-0.2064228057861328,0.06682564318180084
