,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
0,-0.13496321439743042,0.3166177570819855,0.030969496816396713,-0.126667782664299,0.20760878920555115,0.04732316732406616,0.17592184245586395,-0.18520987033843994,-0.04575512185692787,0.9803510308265686,-0.26742443442344666,0.13661037385463715,0.11709130555391312,0.006647262256592512,-0.10459164530038834,0.10791833698749542,0.060589686036109924,0.8982047438621521,-0.10238881409168243,-0.011723438277840614,0.019576938822865486,0.15816205739974976,-0.027852216735482216,-0.017844183370471,0.17254941165447235,-0.04234050586819649,-0.1508440375328064,0.09593450278043747,0.3076351583003998,0.042057204991579056,-0.06538097560405731,-0.015066117979586124,-0.0719916820526123,0.11908099800348282,0.09373453259468079,-0.05791528895497322,0.042745571583509445,0.07429629564285278,-0.03515293821692467,-0.05300106853246689,-0.021115466952323914,-0.11925625056028366,0.13578182458877563,0.0031435396522283554,-0.10090500861406326,0.06292199343442917,-0.011956945061683655,0.12537701427936554,0.03206821531057358,0.13316325843334198,0.08678720146417618,0.011688876897096634,-4.572421312332153e-05,-0.02431243658065796,-0.09801884740591049,-0.011453622952103615,0.12797486782073975,0.057054005563259125,-0.11073330789804459,-0.003182846587151289,-0.01244890596717596,0.09615892171859741,0.18415094912052155,0.12445742636919022,-0.045848384499549866,-0.02320302464067936,0.014199120923876762,-0.015944622457027435,-0.06902444362640381,0.212566539645195,0.010059740394353867,0.023914646357297897,-0.045302096754312515,-0.026465414091944695,-0.01607872173190117,-0.1865701973438263,0.06579022109508514,0.1179792657494545,-0.03519461303949356,0.022613350301980972,-0.0013499668566510081,0.09670229256153107,-0.03663113713264465,0.1926518976688385,-0.16058504581451416,-0.11427713185548782,0.284122496843338,-0.3912840485572815,0.09021472930908203,0.028656013309955597,-0.023071354255080223,-0.09390677511692047,0.08435939997434616,-0.07452646642923355,0.11554046720266342,-0.10702599585056305,0.00466014351695776,-0.03588150441646576,-0.12372449040412903,-0.04980187863111496,-0.08509350568056107,0.10195734351873398,0.03390013799071312,-0.045324280858039856,-0.2208205610513687,0.12391022592782974,0.017749125137925148,0.048186130821704865,0.12995241582393646,0.13702964782714844,0.09146349132061005,-0.0077166506089270115,0.02949180081486702,-0.18512098491191864,-0.00630219466984272,0.037380609661340714,0.13176828622817993,-0.003065874334424734,-0.06990353018045425,-0.1926310956478119,0.10905656218528748,0.09554284065961838,-0.027350712567567825,0.01939093880355358,-0.2514277994632721,0.026376811787486076,0.21884968876838684,0.10601535439491272,0.17523588240146637,-0.10476291924715042,0.08666686713695526,-0.012356783263385296,-0.11109019070863724,-0.0745544284582138,0.04682549834251404,0.296610027551651,-0.18760815262794495,-0.11881274729967117,0.07945656776428223,-0.022927094250917435,-0.8980306386947632,-0.017974939197301865,0.12447591125965118,-0.06714963167905807,0.013852438889443874,0.20933803915977478,0.08942060172557831,0.07122808694839478,-0.028682930395007133,-0.07089724391698837,0.11679354310035706,-0.10313905775547028,0.12930214405059814,0.12084854394197464,0.0498599074780941,-0.09287036955356598,-0.17045527696609497,-0.09222552925348282,0.054248083382844925,0.0004903881344944239,-0.04673554003238678,-0.10445991158485413,-0.03322881460189819,-0.0732097402215004,-0.12870724499225616,-0.17100417613983154,0.05388077720999718,-0.12830877304077148,-0.014686905778944492,0.018503719940781593,-0.09878943860530853,-0.06601473689079285,-0.1265181005001068,-0.0068206219002604485,0.013066388666629791,0.0833527222275734,0.11636333167552948,-0.04928487539291382,-0.08580035716295242,-0.13874749839305878,-0.05723777413368225,-0.050770215690135956,-0.008597093634307384,0.09022418409585953,-0.11511016637086868,-0.09981673955917358,-0.04759609326720238,0.16374175250530243,0.08750864863395691,-0.05178487300872803,-0.17614415287971497,0.12275895476341248,-0.017641641199588776,-0.008531375788152218,0.052620917558670044,-0.03991055488586426,-0.06404987722635269,-0.24518969655036926,0.01985178329050541,0.1531946212053299,0.04456547647714615,0.009378591552376747,0.04391036182641983,0.13806477189064026,-0.1026017889380455,-0.2224680632352829,-0.05891202762722969,-0.10928067564964294,-0.09454018622636795,-0.023204930126667023,-0.08322247862815857,0.05625906214118004,0.015512535348534584,-0.15352749824523926,0.021544311195611954,0.21734654903411865,-0.01242624968290329,-0.012466272339224815,0.0112185999751091,-0.023552773520350456,0.1185881495475769,0.09570790827274323,-0.05822659283876419,-0.08637982606887817,-0.04613598808646202,0.13136105239391327,-0.07130494713783264,0.028227129951119423,0.07897864282131195,-0.11956941336393356,-0.04684268683195114,-0.017428910359740257,0.13154838979244232,-0.06698621064424515,-0.20082072913646698,-0.031984951347112656,-0.11261957883834839,0.05482542887330055,-0.07902703434228897,-0.0020625507459044456,0.07999081164598465,0.09983553737401962,-0.026365313678979874,0.12844152748584747,0.012264303863048553,0.03341718763113022,0.0057419659569859505,0.09038837254047394,-0.15914414823055267,-0.1263130158185959,0.1111583262681961,0.007566876709461212,-0.09468305110931396,-0.02486715465784073,0.024515626952052116,0.12008678913116455,-0.1036573052406311,-0.00786762498319149,-0.046417128294706345,-0.05542619526386261,0.04712509363889694,0.051715098321437836,0.07738054543733597,0.1695796102285385,0.026576779782772064,-0.1414317637681961,0.15844649076461792,-0.07787318527698517,0.1020834818482399,-0.11160583794116974,-0.1608375757932663,-0.10963574051856995,-0.07294543087482452,-0.10608255118131638,-0.08410362899303436,0.03940644487738609,0.18204887211322784,-0.06594612449407578,-0.08684089034795761,0.18470191955566406,0.23403029143810272,-0.13574044406414032,0.15313620865345,-0.14237822592258453,-0.0670696571469307,-0.03129284083843231,-0.05607384443283081,-0.13971944153308868,0.1605648398399353,-0.039220478385686874,0.15833471715450287,-0.04401920363306999,-0.039905279874801636,0.003677469678223133,0.19287779927253723,-0.005111590027809143,-0.1478336602449417,-0.015710018575191498,-0.15907073020935059,0.03616943955421448
